------------------------------------------------------------
------------------------------------------------------------
   X  Attribute:ballSpeed 
   X  Attribute:paddleLength 
   X  Attribute:lives 
 O  Class:Block  Oracle:Block
   X  Attribute:color 
   O  Attribute:points  Oracle:points 
 O  Class:Level  Oracle:Level
   X  Attribute:levelNumber 
   X  Attribute:blockArrangement 
   X  Attribute:random 
 O  Class:Ball  Oracle:Ball
   X  Attribute:speed 
   X  Attribute:direction 
 O  Class:Paddle  Oracle:Paddle
   X  Attribute:position 
 X  Class:GameMode 
   X  Attribute:ADMIN 
   X  Attribute:PLAY 
 O  Class:GridPosition   Oracle:PlayedBlockAssignment 
   O  Attribute:x  Oracle:x 
   O  Attribute:y  Oracle:y 
 X  Class:Admin
   X  Attribute:gamesCreated 
 X  Class:Player
   X  Attribute:gamesPlayed 
   X  Attribute:currentGame 
------------------------------------------------------------
------------------------------------------------------------
---------------------2/10------Block 223:
------------------------------------------------------------
---------------------Prediction AI:
"User:Generate the lists of enumerations, classes and attributes from a given <Description>.
#Description 
The DestroyBlockapplication first allows a game admin to design a DestroyBlockgame and then players to play the game and compete for an entry in the game's hall of fame.

DESIGN GAME:A user has a unique username. A user is always a player and optionally an admin. A user has the same password as a player and as an admin and chooses the admin mode or play mode when logging into the application. Only an admin may create a game.

Each game has a unique name and its own hall of fame. The admin designs a game by defining a set of blocks. Each block has a color and is worth a certain number of points between 1 and 1000 as specified by the admin.

A game has several levels as defined by the admin. Levels are numbered starting with Level 1 and the maximum number of levels is 99. For each level, the admin specifies the starting arrangement of blocks. Each block is placed in one cell of a grid system. The block at the top left corner is in grid position 1/1, the one to the right of it is in grid position 2/1, the one below it is in grid position 1/2, and so on. The admin may also define a level as random, i.e., the blocks at the top are randomly selected for the level from the set of blocks defined by the admin.

The number of blocks shown at the beginning of each level is the same and is also defined by the admin. With each level, the speed of the ball increases starting at its minimum speed and the length of the paddle is reduced gradually from its maximum length to its minimum length. The minimum speed, speed increase factor, maximum length, and minimum length are all specified by the admin for the game.

PLAY GAME: A player can play a game when it is published by the game admin. At the beginning of a game or level, the DestroyBlockapplication places the blocks at the top of the play area as specified by the admin in the design phase. The ball is placed in the center of the play area and drops in a straight line towards the bottom. The paddle of the player is positioned in the middle at the bottom of the play area. The player moves the paddle to the right or left at the bottom of the play area while trying to bounce the ball towards the blocks. The ball moves at a certain speed in a certain direction. The ball bounces back from the wall at the top as well as the two side walls on the right and left. If the ball hits a block, the ball bounces back, the block disappears, and the player scores the points of the hit block.

When the ball hits the last block, the player advances to the next level. If the ball reaches the bottom wall, the ball is out-of-bounds and the player loses one life. The player starts a game with three lives. When the player has lost all three lives or the player has finished the last level, the game ends and the total score is displayed in the game?? hall of fame.

At the end of a level or when the player pauses the game, the game is saved. A paused game can be resumed by the player. The next level of a game does not start automatically but only upon player confirmation.

A user may be a player for one game and an admin for another game but cannot be both for the same game. There is only one admin per game. Players compete against each other for the high score in the game?? hall of fame. A player may play different games and the same game multiple times. However, only one game may be played at any point in time, i.e., games are not played in parallel.

AI:### Enumerations:
1. **GameMode**
   - Admin
   - Play

### Classes:
1. **User**
   - Attributes:
     - username: String
     - password: String
     - mode: GameMode

2. **Player**
   - Attributes:
     - lives: Integer

3. **Admin**
   - Attributes:
     - gamesCreated: List<Game>

4. **Game**
   - Attributes:
     - name: String
     - hallOfFame: List<Player>
     - blocks: List<Block>
     - levels: List<Level>
     - minSpeed: Integer
     - speedIncreaseFactor: Integer
     - maxPaddleLength: Integer
     - minPaddleLength: Integer

5. **Block**
   - Attributes:
     - color: String
     - points: Integer

6. **Level**
   - Attributes:
     - levelNumber: Integer
     - blockArrangement: List<Block>
     - isRandom: Boolean
     - numBlocks: Integer

7. **Ball**
   - Attributes:
     - speed: Integer
     - direction: String

8. **Paddle**
   - Attributes:
     - position: Integer

9. **GameSession**
   - Attributes:
     - currentGame: Game
     - currentLevel: Level
     - currentPlayer: Player
     - currentScore: Integer

### Associations:
- **User** has a **Player** association
- **User** has an **Admin** association
- **Admin** creates **Game**
- **Game** has **Block**, **Level**
- **Level** has **Block**
- **Game** has **Player** in hall of fame
- **GameSession** has **Game**, **Level**, **Player**"
"
"
"User:List all the classes and enumerations using format:
Enumerations:
1.enumeration(literals):[one-sentence rationale]
2.enumeration(literals):[one-sentence rationale]
...
Classes:
1.classname(attributeName1: attributeType1, attributeName2: attributeType2 ):[one-sentence rationale]
2.classname(attributeName1: attributeType1, attributeName2: attributeType2 ):[one-sentence rationale]
...

AI:### Enumerations:
1. GameMode(Admin, Play): Represents the mode of the user, either as an admin or a player.

### Classes:
1. User(username: String, password: String, mode: GameMode): Represents a user with a unique username, password, and game mode selection.
   
2. Player(lives: Integer): Represents a player in the game with a certain number of lives.

3. Admin(gamesCreated: List<Game>): Represents an admin user who can create games.

4. Game(name: String, hallOfFame: List<Player>, blocks: List<Block>, levels: List<Level>, minSpeed: Integer, speedIncreaseFactor: Integer, maxPaddleLength: Integer, minPaddleLength: Integer): Represents a game with its attributes like name, hall of fame, blocks, levels, and game settings.

5. Block(color: String, points: Integer): Represents a block in the game with a color and points value.

6. Level(levelNumber: Integer, blockArrangement: List<Block>, isRandom: Boolean, numBlocks: Integer): Represents a level in the game with block arrangement details.

7. Ball(speed: Integer, direction: String): Represents the ball in the game with speed and direction attributes.

8. Paddle(position: Integer): Represents the paddle in the game with its position.

9. GameSession(currentGame: Game, currentLevel: Level, currentPlayer: Player, currentScore: Integer): Represents a game session with the current game, level, player, and score information."
"
"
------------------------------------------------------------
 O  Class:User  Oracle:User
   O  Attribute:username  Oracle:username 
   O  Attribute:password  Oracle:password 
   X  Attribute:mode 
 O  Class:Game  Oracle:Game
   O  Attribute:name  Oracle:name 
   X  Attribute:hallOfFame 
   X  Attribute:blocks 
   X  Attribute:levels 
   X  Attribute:minSpeed 
   X  Attribute:speedIncreaseFactor 
   X  Attribute:maxPaddleLength 
   X  Attribute:minPaddleLength 
 O  Class:Block  Oracle:Block
   X  Attribute:color 
   O  Attribute:points  Oracle:points 
 O  Class:Level  Oracle:Level
   X  Attribute:levelNumber 
   X  Attribute:blockArrangement 
   O  Attribute:isRandom  Oracle:isRandom 
   X  Attribute:numBlocks 
 O  Class:Ball  Oracle:Ball
   X  Attribute:speed 
   X  Attribute:direction 
 O  Class:Paddle  Oracle:Paddle
   X  Attribute:position 
 X  Class:GameMode
   X  Attribute:Admin 
   X  Attribute:Play 
 X  Class:Player
   X  Attribute:lives 
 X  Class:Admin
   X  Attribute:gamesCreated 
 X  Class:GameSession
   X  Attribute:currentGame 
   X  Attribute:currentLevel 
   X  Attribute:currentPlayer 
   X  Attribute:currentScore 
------------------------------------------------------------
------------------------------------------------------------
---------------------3/10------Block 223:
------------------------------------------------------------
---------------------Prediction AI:
"User:Generate the lists of enumerations, classes and attributes from a given <Description>.
#Description 
The DestroyBlockapplication first allows a game admin to design a DestroyBlockgame and then players to play the game and compete for an entry in the game's hall of fame.

DESIGN GAME:A user has a unique username. A user is always a player and optionally an admin. A user has the same password as a player and as an admin and chooses the admin mode or play mode when logging into the application. Only an admin may create a game.

Each game has a unique name and its own hall of fame. The admin designs a game by defining a set of blocks. Each block has a color and is worth a certain number of points between 1 and 1000 as specified by the admin.

A game has several levels as defined by the admin. Levels are numbered starting with Level 1 and the maximum number of levels is 99. For each level, the admin specifies the starting arrangement of blocks. Each block is placed in one cell of a grid system. The block at the top left corner is in grid position 1/1, the one to the right of it is in grid position 2/1, the one below it is in grid position 1/2, and so on. The admin may also define a level as random, i.e., the blocks at the top are randomly selected for the level from the set of blocks defined by the admin.

The number of blocks shown at the beginning of each level is the same and is also defined by the admin. With each level, the speed of the ball increases starting at its minimum speed and the length of the paddle is reduced gradually from its maximum length to its minimum length. The minimum speed, speed increase factor, maximum length, and minimum length are all specified by the admin for the game.

PLAY GAME: A player can play a game when it is published by the game admin. At the beginning of a game or level, the DestroyBlockapplication places the blocks at the top of the play area as specified by the admin in the design phase. The ball is placed in the center of the play area and drops in a straight line towards the bottom. The paddle of the player is positioned in the middle at the bottom of the play area. The player moves the paddle to the right or left at the bottom of the play area while trying to bounce the ball towards the blocks. The ball moves at a certain speed in a certain direction. The ball bounces back from the wall at the top as well as the two side walls on the right and left. If the ball hits a block, the ball bounces back, the block disappears, and the player scores the points of the hit block.

When the ball hits the last block, the player advances to the next level. If the ball reaches the bottom wall, the ball is out-of-bounds and the player loses one life. The player starts a game with three lives. When the player has lost all three lives or the player has finished the last level, the game ends and the total score is displayed in the game?? hall of fame.

At the end of a level or when the player pauses the game, the game is saved. A paused game can be resumed by the player. The next level of a game does not start automatically but only upon player confirmation.

A user may be a player for one game and an admin for another game but cannot be both for the same game. There is only one admin per game. Players compete against each other for the high score in the game?? hall of fame. A player may play different games and the same game multiple times. However, only one game may be played at any point in time, i.e., games are not played in parallel.

AI:## Enumerations:
1. Mode (Admin, Play)
2. GridPosition (e.g., 1/1, 2/1, 1/2)
3. SpeedIncreaseFactor

## Classes:
1. User
    - Attributes:
        - username: String
        - password: String
        - mode: Mode

2. Player
    - Attributes:
        - lives: Integer

3. Admin
    - Attributes:
        - gameCreated: Boolean

4. Game
    - Attributes:
        - name: String
        - hallOfFame: List<Player>
        - levels: List<Level>
        - blocks: List<Block>
        - speedMin: Integer
        - speedIncreaseFactor: SpeedIncreaseFactor
        - paddleMaxLength: Integer
        - paddleMinLength: Integer

5. Level
    - Attributes:
        - levelNumber: Integer
        - blocksArrangement: List<Block>
        - isRandom: Boolean

6. Block
    - Attributes:
        - color: String
        - points: Integer

7. Ball
    - Attributes:
        - speed: Integer
        - direction: String

8. Paddle
    - Attributes:
        - position: GridPosition

9. PlayArea
    - Attributes:
        - blocks: List<Block>
        - ball: Ball
        - paddle: Paddle

10. GameSession
    - Attributes:
        - game: Game
        - player: Player
        - currentLevel: Level
        - currentScore: Integer
        - paused: Boolean

## Associations:
- User can be a Player and/or an Admin.
- Admin creates a Game.
- Game has multiple Levels.
- Game has multiple Blocks.
- Player interacts with PlayArea containing Blocks, Ball, and Paddle.
- GameSession tracks the progress of a Player in a Game."
"
"
"User:List all the classes and enumerations using format:
Enumerations:
1.enumeration(literals):[one-sentence rationale]
2.enumeration(literals):[one-sentence rationale]
...
Classes:
1.classname(attributeName1: attributeType1, attributeName2: attributeType2 ):[one-sentence rationale]
2.classname(attributeName1: attributeType1, attributeName2: attributeType2 ):[one-sentence rationale]
...

AI:Enumerations:
1. Mode (Admin, Play): Represents the mode of operation for a user, either as an admin or a player.
2. GridPosition (e.g., 1/1, 2/1, 1/2): Represents the position of a block in a grid system.
3. SpeedIncreaseFactor: Represents the factor by which the speed of the ball increases with each level.

Classes:
1. User(username: String, password: String, mode: Mode): Represents a user with a unique username, password, and mode of operation.
2. Player(lives: Integer): Represents a player in the game with a certain number of lives.
3. Admin(gameCreated: Boolean): Represents an admin user who can create a game.
4. Game(name: String, hallOfFame: List<Player>, levels: List<Level>, blocks: List<Block>, speedMin: Integer, speedIncreaseFactor: SpeedIncreaseFactor, paddleMaxLength: Integer, paddleMinLength: Integer): Represents a game with its attributes and components.
5. Level(levelNumber: Integer, blocksArrangement: List<Block>, isRandom: Boolean): Represents a level in a game with block arrangements and randomness indicator.
6. Block(color: String, points: Integer): Represents a block in the game with color and points.
7. Ball(speed: Integer, direction: String): Represents the ball in the game with speed and direction.
8. Paddle(position: GridPosition): Represents the paddle in the game at a specific grid position.
9. PlayArea(blocks: List<Block>, ball: Ball, paddle: Paddle): Represents the play area with blocks, ball, and paddle.
10. GameSession(game: Game, player: Player, currentLevel: Level, currentScore: Integer, paused: Boolean): Represents a game session tracking the player's progress and status."
"
"
------------------------------------------------------------
 O  Class:User  Oracle:User
   O  Attribute:username  Oracle:username 
   O  Attribute:password  Oracle:password 
   X  Attribute:mode 
 O  Class:Game  Oracle:Game
   O  Attribute:name  Oracle:name 
   X  Attribute:hallOfFame 
   X  Attribute:levels 
   X  Attribute:blocks 
   X  Attribute:speedMin 
   X  Attribute:speedIncreaseFactor 
   X  Attribute:paddleMaxLength 
   X  Attribute:paddleMinLength 
 O  Class:Level  Oracle:Level
   X  Attribute:levelNumber 
   X  Attribute:blocksArrangement 
   O  Attribute:isRandom  Oracle:isRandom 
 O  Class:Block  Oracle:Block
   X  Attribute:color 
   O  Attribute:points  Oracle:points 
 O  Class:Ball  Oracle:Ball
   X  Attribute:speed 
   X  Attribute:direction 
 O  Class:Paddle  Oracle:Paddle
   X  Attribute:position 
 X  Class:Mode 
   X  Attribute:Admin 
   X  Attribute:Play 
 X  Class:GridPosition 
   X  Attribute:e.g. 
   X  Attribute:1/1 
   X  Attribute:2/1 
   X  Attribute:1/2 
 X  Class:SpeedIncreaseFactor
 X  Class:Player
   X  Attribute:lives 
 X  Class:Admin
   X  Attribute:gameCreated 
 X  Class:PlayArea
   X  Attribute:blocks 
   X  Attribute:ball 
   X  Attribute:paddle 
 X  Class:GameSession
   X  Attribute:game 
   X  Attribute:player 
   X  Attribute:currentLevel 
   X  Attribute:currentScore 
   X  Attribute:paused 
------------------------------------------------------------
------------------------------------------------------------
---------------------4/10------Block 223:
------------------------------------------------------------
---------------------Prediction AI:
"User:Generate the lists of enumerations, classes and attributes from a given <Description>.
#Description 
The DestroyBlockapplication first allows a game admin to design a DestroyBlockgame and then players to play the game and compete for an entry in the game's hall of fame.

DESIGN GAME:A user has a unique username. A user is always a player and optionally an admin. A user has the same password as a player and as an admin and chooses the admin mode or play mode when logging into the application. Only an admin may create a game.

Each game has a unique name and its own hall of fame. The admin designs a game by defining a set of blocks. Each block has a color and is worth a certain number of points between 1 and 1000 as specified by the admin.

A game has several levels as defined by the admin. Levels are numbered starting with Level 1 and the maximum number of levels is 99. For each level, the admin specifies the starting arrangement of blocks. Each block is placed in one cell of a grid system. The block at the top left corner is in grid position 1/1, the one to the right of it is in grid position 2/1, the one below it is in grid position 1/2, and so on. The admin may also define a level as random, i.e., the blocks at the top are randomly selected for the level from the set of blocks defined by the admin.

The number of blocks shown at the beginning of each level is the same and is also defined by the admin. With each level, the speed of the ball increases starting at its minimum speed and the length of the paddle is reduced gradually from its maximum length to its minimum length. The minimum speed, speed increase factor, maximum length, and minimum length are all specified by the admin for the game.

PLAY GAME: A player can play a game when it is published by the game admin. At the beginning of a game or level, the DestroyBlockapplication places the blocks at the top of the play area as specified by the admin in the design phase. The ball is placed in the center of the play area and drops in a straight line towards the bottom. The paddle of the player is positioned in the middle at the bottom of the play area. The player moves the paddle to the right or left at the bottom of the play area while trying to bounce the ball towards the blocks. The ball moves at a certain speed in a certain direction. The ball bounces back from the wall at the top as well as the two side walls on the right and left. If the ball hits a block, the ball bounces back, the block disappears, and the player scores the points of the hit block.

When the ball hits the last block, the player advances to the next level. If the ball reaches the bottom wall, the ball is out-of-bounds and the player loses one life. The player starts a game with three lives. When the player has lost all three lives or the player has finished the last level, the game ends and the total score is displayed in the game?? hall of fame.

At the end of a level or when the player pauses the game, the game is saved. A paused game can be resumed by the player. The next level of a game does not start automatically but only upon player confirmation.

A user may be a player for one game and an admin for another game but cannot be both for the same game. There is only one admin per game. Players compete against each other for the high score in the game?? hall of fame. A player may play different games and the same game multiple times. However, only one game may be played at any point in time, i.e., games are not played in parallel.

AI:### Enumerations:
1. **UserType**  
   - PLAYER
   - ADMIN

2. **GridPosition**  
   - Represents the position of a block in the grid system.

### Classes:
1. **User**
   - Attributes:
     - username: String
     - password: String
     - userType: UserType

2. **Game**
   - Attributes:
     - name: String
     - hallOfFame: List\<Player>
     - levels: List\<Level>
     - admin: User

3. **Block**
   - Attributes:
     - color: String
     - points: Integer

4. **Level**
   - Attributes:
     - levelNumber: Integer
     - blocksArrangement: List\<Block>
     - isRandom: Boolean

5. **GameSettings**
   - Attributes:
     - startingBlocks: Integer
     - minBallSpeed: Integer
     - speedIncreaseFactor: Integer
     - maxPaddleLength: Integer
     - minPaddleLength: Integer

6. **Player**
   - Attributes:
     - username: String
     - score: Integer
     - lives: Integer
     - currentLevel: Integer
     - currentGame: Game

### Associations:
- **User** has a **UserType**
- **User** can be associated with multiple **Games**
- **Game** has an **Admin** who is a **User**
- **Game** has multiple **Levels**
- **Level** consists of multiple **Blocks**
- **Game** has a list of **Players** in its **Hall of Fame**
- **Player** is associated with a **Game**
- **Player** competes for high score in the **Hall of Fame** of a **Game**"
"
"
"User:List all the classes and enumerations using format:
Enumerations:
1.enumeration(literals):[one-sentence rationale]
2.enumeration(literals):[one-sentence rationale]
...
Classes:
1.classname(attributeName1: attributeType1, attributeName2: attributeType2 ):[one-sentence rationale]
2.classname(attributeName1: attributeType1, attributeName2: attributeType2 ):[one-sentence rationale]
...

AI:### Enumerations:
1. UserType(PLAYER, ADMIN): Represents the type of user, either a player or an admin.
2. GridPosition: Represents the position of a block in the grid system.

### Classes:
1. User(username: String, password: String, userType: UserType): Represents a user with a unique username, password, and user type (player or admin).
2. Game(name: String, hallOfFame: List<Player>, levels: List<Level>, admin: User): Represents a game with a name, hall of fame, levels, and an admin user.
3. Block(color: String, points: Integer): Represents a block in the game with a color and points value.
4. Level(levelNumber: Integer, blocksArrangement: List<Block>, isRandom: Boolean): Represents a level in the game with a level number, blocks arrangement, and randomness indicator.
5. GameSettings(startingBlocks: Integer, minBallSpeed: Integer, speedIncreaseFactor: Integer, maxPaddleLength: Integer, minPaddleLength: Integer): Represents the settings for a game including starting blocks, ball speed, paddle length, etc.
6. Player(username: String, score: Integer, lives: Integer, currentLevel: Integer, currentGame: Game): Represents a player with username, score, lives, current level, and current game associations."
"
"
------------------------------------------------------------
 O  Class:User  Oracle:User
   O  Attribute:username  Oracle:username 
   O  Attribute:password  Oracle:password 
   X  Attribute:userType 
 O  Class:Game  Oracle:Game
   O  Attribute:name  Oracle:name 
   X  Attribute:hallOfFame 
   X  Attribute:levels 
   X  Attribute:admin 
 O  Class:Block  Oracle:Block
   X  Attribute:color 
   O  Attribute:points  Oracle:points 
 O  Class:Level  Oracle:Level
   X  Attribute:levelNumber 
   X  Attribute:blocksArrangement 
   O  Attribute:isRandom  Oracle:isRandom 
 X  Class:UserType
   X  Attribute:PLAYER 
   X  Attribute:ADMIN 
 X  Class:GridPosition
 X  Class:GameSettings
   X  Attribute:startingBlocks 
   X  Attribute:minBallSpeed 
   X  Attribute:speedIncreaseFactor 
   X  Attribute:maxPaddleLength 
   X  Attribute:minPaddleLength 
 X  Class:Player
   X  Attribute:username 
   X  Attribute:score 
   X  Attribute:lives 
   X  Attribute:currentLevel 
   X  Attribute:currentGame 
------------------------------------------------------------
------------------------------------------------------------
---------------------5/10------Block 223:
------------------------------------------------------------
---------------------Prediction AI:
"User:Generate the lists of enumerations, classes and attributes from a given <Description>.
#Description 
The DestroyBlockapplication first allows a game admin to design a DestroyBlockgame and then players to play the game and compete for an entry in the game's hall of fame.

DESIGN GAME:A user has a unique username. A user is always a player and optionally an admin. A user has the same password as a player and as an admin and chooses the admin mode or play mode when logging into the application. Only an admin may create a game.

Each game has a unique name and its own hall of fame. The admin designs a game by defining a set of blocks. Each block has a color and is worth a certain number of points between 1 and 1000 as specified by the admin.

A game has several levels as defined by the admin. Levels are numbered starting with Level 1 and the maximum number of levels is 99. For each level, the admin specifies the starting arrangement of blocks. Each block is placed in one cell of a grid system. The block at the top left corner is in grid position 1/1, the one to the right of it is in grid position 2/1, the one below it is in grid position 1/2, and so on. The admin may also define a level as random, i.e., the blocks at the top are randomly selected for the level from the set of blocks defined by the admin.

The number of blocks shown at the beginning of each level is the same and is also defined by the admin. With each level, the speed of the ball increases starting at its minimum speed and the length of the paddle is reduced gradually from its maximum length to its minimum length. The minimum speed, speed increase factor, maximum length, and minimum length are all specified by the admin for the game.

PLAY GAME: A player can play a game when it is published by the game admin. At the beginning of a game or level, the DestroyBlockapplication places the blocks at the top of the play area as specified by the admin in the design phase. The ball is placed in the center of the play area and drops in a straight line towards the bottom. The paddle of the player is positioned in the middle at the bottom of the play area. The player moves the paddle to the right or left at the bottom of the play area while trying to bounce the ball towards the blocks. The ball moves at a certain speed in a certain direction. The ball bounces back from the wall at the top as well as the two side walls on the right and left. If the ball hits a block, the ball bounces back, the block disappears, and the player scores the points of the hit block.

When the ball hits the last block, the player advances to the next level. If the ball reaches the bottom wall, the ball is out-of-bounds and the player loses one life. The player starts a game with three lives. When the player has lost all three lives or the player has finished the last level, the game ends and the total score is displayed in the game?? hall of fame.

At the end of a level or when the player pauses the game, the game is saved. A paused game can be resumed by the player. The next level of a game does not start automatically but only upon player confirmation.

A user may be a player for one game and an admin for another game but cannot be both for the same game. There is only one admin per game. Players compete against each other for the high score in the game?? hall of fame. A player may play different games and the same game multiple times. However, only one game may be played at any point in time, i.e., games are not played in parallel.

AI:### Enumerations:
1. **GameMode**  
   - PLAY
   - ADMIN

### Classes:
1. **User**
   - Attributes:
     - username: String
     - password: String
     - mode: GameMode

2. **Game**
   - Attributes:
     - name: String
     - hallOfFame: List\<Player>
     - blocks: List\<Block>
     - levels: List\<Level>
     - minSpeed: int
     - speedIncreaseFactor: int
     - maxPaddleLength: int
     - minPaddleLength: int
     - admin: User

3. **Block**
   - Attributes:
     - color: String
     - points: int

4. **Level**
   - Attributes:
     - levelNumber: int
     - blockArrangement: List\<Block>
     - randomBlocks: boolean
     - numBlocks: int

5. **Player**
   - Attributes:
     - username: String
     - score: int
     - lives: int
     - currentGame: Game

### Associations:
- **User** (1) --- (1) **Player**
- **User** (1) --- (0..1) **Admin**
- **Admin** (1) --- (1) **Game**
- **Game** (1) --- (1) **User** (admin)
- **Game** (1) --- (0..*) **Block**
- **Game** (1) --- (1..99) **Level**
- **Level** (1) --- (1..*) **Block**
- **Player** (1) --- (0..1) **Game**"
"
"
"User:List all the classes and enumerations using format:
Enumerations:
1.enumeration(literals):[one-sentence rationale]
2.enumeration(literals):[one-sentence rationale]
...
Classes:
1.classname(attributeName1: attributeType1, attributeName2: attributeType2 ):[one-sentence rationale]
2.classname(attributeName1: attributeType1, attributeName2: attributeType2 ):[one-sentence rationale]
...

AI:Enumerations:
1. GameMode(PLAY, ADMIN): Represents the mode in which a user can interact with the DestroyBlock application.

Classes:
1. User(username: String, password: String, mode: GameMode): Represents a user of the DestroyBlock application with a unique username and password.
   
2. Game(name: String, hallOfFame: List<Player>, blocks: List<Block>, levels: List<Level>, minSpeed: int, speedIncreaseFactor: int, maxPaddleLength: int, minPaddleLength: int, admin: User): Represents a game in the DestroyBlock application with its associated attributes and entities.
   
3. Block(color: String, points: int): Represents a block in the game with a specific color and point value.

4. Level(levelNumber: int, blockArrangement: List<Block>, randomBlocks: boolean, numBlocks: int): Represents a level in the game with its block arrangement and properties.

5. Player(username: String, score: int, lives: int, currentGame: Game): Represents a player in the game with their score, lives, and current game status."
"
"
------------------------------------------------------------
 O  Class:User  Oracle:User
   O  Attribute:username  Oracle:username 
   O  Attribute:password  Oracle:password 
   X  Attribute:mode 
 O  Class:Game  Oracle:Game
   O  Attribute:name  Oracle:name 
   X  Attribute:hallOfFame 
   X  Attribute:blocks 
   X  Attribute:levels 
