---------------------1/10------TiOA:
AI_answer_after_cut:
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+
result_presicion = 0.3157894736842105
result_recall = 0.3
result_F1 = 0.3076923076923077
---------------------5/10------TiOA:
AI_answer_after_cut:
+ 1 Game associate 1 Mode
+ 1 Game associate 1 Deck
+ 1 Game associate 1 Die
+ 1 Game associate 1 WinTile
+ 1 Game associate 1 Color
+ 1 Game associate 1 Connection
+ 1 Game associate 1 Player
+ 1 Game associate 1 TileO
+ 1 Game associate 1 abstract Tile
+ 1 Game associate 0..* ActionTile
+ 1 Game associate 0..* NormalTile
+ 1 Game associate 1 RollDieActionCard
+ 1 Game associate 1 ConnectTilesActionCard
+ 1 Game associate 1 RemoveConnectionActionCard
+ 1 Game associate 1 TeleportActionCard
+ 1 Game associate 1 LoseTurnActionCard
+ 1 Deck associate 0..* ActionCard
+ 1 TileO associate 1 Game
+ 1 Connection associate 0..* Tile
+ 1 Player associate 1 Color


+ 1 Game contain 1 Deck
+ 1 Game contain 1 Die
+ 1 Game contain 1 WinTile
+ 1 Game contain 1 Color
+ 1 Game contain 1 Connection
+ 1 Game contain 0..* Player
+ 1 Game contain 1 TileO
+ 1 Game contain 0..* abstract Tile
+ 1 Game contain 0..* ActionTile
+ 1 Game contain 0..* NormalTile
+ 1 Game contain 1 RollDieActionCard
+ 1 Game contain 1 ConnectTilesActionCard
+ 1 Game contain 1 RemoveConnectionActionCard
+ 1 Game contain 1 TeleportActionCard
+ 1 Game contain 1 LoseTurnActionCard
+ 1 Deck contain 0..* ActionCard
+ 1 TileO contain 1 Game
+ 1 Connection contain 0..* Tile
+ 1 Player contain 1 Color


+ abstract Tile extends Tile
+ ActionCard extends abstract ActionCard
+ RollDieActionCard extends ActionCard
+ ConnectTilesActionCard extends ActionCard
+ RemoveConnectionActionCard extends ActionCard
+ TeleportActionCard extends ActionCard
+ LoseTurnActionCard extends ActionCard
+ WinTile extends Tile
+ ActionTile extends Tile
+ NormalTile extends Tile
+ Player extends Color
result_presicion = 0.17647058823529413
result_recall = 0.3
result_F1 = 0.22222222222222224
---------------------6/10------TiOA:
AI_answer_after_cut:
+ 1 Game associate 1 Mode
+ 1 Game associate 1 Deck
+ 1 Game associate 1 Die
+ 1 Game associate 1 WinTile
+ 1 Game associate 1 Connection
+ 1 Game associate 1 TileO
+ 1 Game associate 1 Player
+ 1 Game associate 0..* ActionTile
+ 1 Game associate 0..* NormalTile
+ 1 Game associate 0..* RollDieActionCard
+ 1 Game associate 0..* ConnectTilesActionCard
+ 1 Game associate 0..* RemoveConnectionActionCard
+ 1 Game associate 0..* TeleportActionCard
+ 1 Game associate 0..* LoseTurnActionCard
+ 1 TileO associate 1 Game
+ 1 TileO associate 0..* Tile
+ 1 TileO associate 0..* Connection
+ 1 TileO associate 1 WinTile
+ 1 TileO associate 1 Deck
+ 1 TileO associate 1 Die
+ 1 TileO associate 1 Mode
+ 1 TileO associate 0..* Player
+ 1 TileO associate 0..* ActionCard
+ 1 TileO associate 0..* ActionTile
+ 1 TileO associate 0..* NormalTile
+ 1 TileO associate 0..* RollDieActionCard
+ 1 TileO associate 0..* ConnectTilesActionCard
+ 1 TileO associate 0..* RemoveConnectionActionCard
+ 1 TileO associate 0..* TeleportActionCard
+ 1 TileO associate 0..* LoseTurnActionCard
+ 1 Player associate 1 Game
+ 1 Player associate 1 Color
+ 1 Player associate 0..* ActionCard


+ 1 Game contain 1 Deck
+ 1 Game contain 1 Die
+ 1 Game contain 1 WinTile
+ 1 Game contain 1 Connection
+ 1 Game contain 0..* ActionTile
+ 1 Game contain 0..* NormalTile
+ 1 Game contain 0..* RollDieActionCard
+ 1 Game contain 0..* ConnectTilesActionCard
+ 1 Game contain 0..* RemoveConnectionActionCard
+ 1 Game contain 0..* TeleportActionCard
+ 1 Game contain 0..* LoseTurnActionCard
+ 1 TileO contain 1 Deck
+ 1 TileO contain 1 Die
+ 1 TileO contain 1 WinTile
+ 1 TileO contain 1 Mode
+ 1 TileO contain 0..* Player
+ 1 TileO contain 0..* ActionCard
+ 1 TileO contain 0..* ActionTile
+ 1 TileO contain 0..* NormalTile
+ 1 TileO contain 0..* RollDieActionCard
+ 1 TileO contain 0..* ConnectTilesActionCard
+ 1 TileO contain 0..* RemoveConnectionActionCard
+ 1 TileO contain 0..* TeleportActionCard
+ 1 TileO contain 0..* LoseTurnActionCard
+ 1 Player contain 0..* ActionCard


+ Tile extends abstract Tile
+ ActionCard extends abstract ActionCard
+ RollDieActionCard extends ActionCard
+ ConnectTilesActionCard extends ActionCard
+ RemoveConnectionActionCard extends ActionCard
+ TeleportActionCard extends ActionCard
+ LoseTurnActionCard extends ActionCard
+ WinTile extends Tile
+ ActionTile extends Tile
+ NormalTile extends Tile
+ Player extends Player
result_presicion = 0.1111111111111111
result_recall = 0.3
result_F1 = 0.16216216216216217
---------------------7/10------TiOA:
AI_answer_after_cut:
+ 1 Game associate 1..* Player
+ 1 Game associate 1 Deck
+ 1 Game associate 1 Die
+ 1 Game associate 1 TileO
+ 1 Game associate 1 Color
+ 1 Game associate 1 Mode
+ 1 Game associate 1 Connection
+ 1 Game associate 1 WinTile
+ 1 Game associate 1 ActionTile
+ 1 Game associate 1 NormalTile
+ 1 Game associate 1 RollDieActionCard
+ 1 Game associate 1 ConnectTilesActionCard
+ 1 Game associate 1 RemoveConnectionActionCard
+ 1 Game associate 1 TeleportActionCard
+ 1 Game associate 1 LoseTurnActionCard


+ 1 Game contain 2..4 Player
+ 1 Game contain 1 Deck
+ 1 Game contain 1 Die
+ 1 Game contain 1 TileO
+ 1 Game contain 1 Connection
+ 1 Game contain 1 WinTile
+ 1 Game contain 1 ActionTile
+ 1 Game contain 1 NormalTile
+ 1 Deck contain 32 ActionCard


+ Tile extends abstract Tile
+ ActionCard extends abstract ActionCard
+ RollDieActionCard extends ActionCard
+ ConnectTilesActionCard extends ActionCard
+ RemoveConnectionActionCard extends ActionCard
+ TeleportActionCard extends ActionCard
+ LoseTurnActionCard extends ActionCard
+ WinTile extends Tile
+ ActionTile extends Tile
+ NormalTile extends Tile
+ Player extends Mode
result_presicion = 0.25
result_recall = 0.3
result_F1 = 0.2727272727272727
---------------------8/10------TiOA:
AI_answer_after_cut:
+ 1 Game associate 1 TileO
+ 1 Game associate 1 Deck
+ 1 Game associate 1 Die
+ 1 Game associate 1 WinTile
+ 1 Game associate 1 Connection
+ 1 Game associate 1 Player
+ 1 Game associate 1 ActionTile
+ 1 Game associate 1 NormalTile
+ 1 Game associate 1 RollDieActionCard
+ 1 Game associate 1 ConnectTilesActionCard
+ 1 Game associate 1 RemoveConnectionActionCard
+ 1 Game associate 1 TeleportActionCard
+ 1 Game associate 1 LoseTurnActionCard
+ 1 TileO associate 1 Deck
+ 1 TileO associate 1 Connection
+ 1 TileO associate 1 WinTile
+ 1 TileO associate 1 ActionTile
+ 1 TileO associate 1 NormalTile
+ 1 Deck associate 1 RollDieActionCard
+ 1 Deck associate 1 ConnectTilesActionCard
+ 1 Deck associate 1 RemoveConnectionActionCard
+ 1 Deck associate 1 TeleportActionCard
+ 1 Deck associate 1 LoseTurnActionCard
+ 1 Connection associate 1 Tile
+ 1 WinTile associate 1 Tile
+ 1 ActionTile associate 1 Tile
+ 1 NormalTile associate 1 Tile
+ 1 Player associate 1 Color


+ 1 Game contain 1 Deck
+ 1 Game contain 1 Die
+ 1 Game contain 1 WinTile
+ 1 Game contain 1 Connection
+ 1 Game contain 1 Player
+ 1 Game contain 1 ActionTile
+ 1 Game contain 1 NormalTile
+ 1 Game contain 1 RollDieActionCard
+ 1 Game contain 1 ConnectTilesActionCard
+ 1 Game contain 1 RemoveConnectionActionCard
+ 1 Game contain 1 TeleportActionCard
+ 1 Game contain 1 LoseTurnActionCard
+ 1 TileO contain 1 Deck
+ 1 TileO contain 1 Connection
+ 1 TileO contain 1 WinTile
+ 1 TileO contain 1 ActionTile
+ 1 TileO contain 1 NormalTile
+ 1 Deck contain 1 RollDieActionCard
+ 1 Deck contain 1 ConnectTilesActionCard
+ 1 Deck contain 1 RemoveConnectionActionCard
+ 1 Deck contain 1 TeleportActionCard
+ 1 Deck contain 1 LoseTurnActionCard
+ 1 Connection contain 1 Tile
+ 1 WinTile contain 1 Tile
+ 1 ActionTile contain 1 Tile
+ 1 NormalTile contain 1 Tile


+ Tile extends abstract Tile
+ ActionCard extends abstract ActionCard
+ RollDieActionCard extends ActionCard
+ ConnectTilesActionCard extends ActionCard
+ RemoveConnectionActionCard extends ActionCard
+ TeleportActionCard extends ActionCard
+ LoseTurnActionCard extends ActionCard
+ WinTile extends Tile
+ ActionTile extends Tile
+ NormalTile extends Tile
+ Player extends Color
result_presicion = 0.1276595744680851
result_recall = 0.3
result_F1 = 0.17910447761194026
---------------------9/10------TiOA:
AI_answer_after_cut:
+ 1 Game associate 1 Mode
+ 1 Game associate 1 Deck
+ 1 Game associate 1 Die
+ 1 Game associate 1 WinTile
+ 1 Game associate 1 Connection
+ 1 Game associate 1 Player
+ 1 Game associate 1 Color
+ 1 Game associate 1 TileO
+ 1 Game associate 1 Tile
+ 1 Game associate 1 ActionTile
+ 1 Game associate 1 RollDieActionCard
+ 1 Game associate 1 ConnectTilesActionCard
+ 1 Game associate 1 RemoveConnectionActionCard
+ 1 Game associate 1 TeleportActionCard
+ 1 Game associate 1 LoseTurnActionCard
+ 1 Game associate 1 NormalTile


+ 1 Game contain 1 Deck
+ 1 Game contain 1 Die
+ 1 Game contain 1 WinTile
+ 1 Game contain 1 Connection
+ 1 Game contain 1 Player
+ 1 Game contain 1 Color
+ 1 Game contain 1 TileO
+ 1 Game contain 1 Tile
+ 1 Game contain 1 ActionTile
+ 1 Game contain 1 RollDieActionCard
+ 1 Game contain 1 ConnectTilesActionCard
+ 1 Game contain 1 RemoveConnectionActionCard
+ 1 Game contain 1 TeleportActionCard
+ 1 Game contain 1 LoseTurnActionCard
+ 1 Game contain 1 NormalTile


+ Tile extends abstract Tile
+ ActionCard extends abstract ActionCard
+ WinTile extends Tile
result_presicion = 0.20689655172413793
result_recall = 0.3
result_F1 = 0.24489795918367346
---------------------10/10------TiOA:
AI_answer_after_cut:
+ 1 TileO associate 1 Game
+ 1 TileO associate 1 Deck
+ 1 TileO associate 1 Die
+ 1 TileO associate 1 Color
+ 1 Game associate 1 Deck
+ 1 Game associate 1 WinTile
+ 1 Game associate 1 ActionTile
+ 1 Game associate 1 NormalTile
+ 1 Game associate 1 Player
+ 1 Game associate 1 Connection
+ 1 Game associate 1 RollDieActionCard
+ 1 Game associate 1 ConnectTilesActionCard
+ 1 Game associate 1 RemoveConnectionActionCard
+ 1 Game associate 1 TeleportActionCard
+ 1 Game associate 1 LoseTurnActionCard
+ 1 Player associate 1 Color


+ 1 TileO contain 0..* Player
+ 1 TileO contain 1 Game
+ 1 TileO contain 1 Deck
+ 1 TileO contain 1 Die
+ 1 Game contain 0..* Connection
+ 1 Game contain 1 WinTile
+ 1 Game contain 0..* ActionTile
+ 1 Game contain 0..* NormalTile
+ 1 Game contain 0..* Player
+ 1 Game contain 1 Deck
+ 1 Deck contain 0..* ActionCard


+ Tile extends abstract Tile
+ ActionCard extends abstract ActionCard
+ RollDieActionCard extends ActionCard
+ ConnectTilesActionCard extends ActionCard
