---------------------1/10------TiOA:
AI_answer_after_cut:
+ 1 Deck associate 1 TeleportActionCard
+ 1 Deck associate 1 LoseTurnActionCard
+ 1 Deck associate 1 ActionCard
+ 1 RollDieActionCard associate 1 Deck
+ 1 ConnectTilesActionCard associate 1 Deck
+ 1 RemoveConnectionActionCard associate 1 Deck
+ 1 TeleportActionCard associate 1 Deck
+ 1 LoseTurnActionCard associate 1 Deck
+ 1 ActionCard associate 1 Deck
+ 1 Player associate 1 Game
+ 1 Player associate 1 TileO
+ 1 Player associate 1 Color
+ 1 Color associate 1 Game
+ 1 Color associate 1 TileO
+ 1 Color associate 1 Player


+ 1 Game contain 1 Deck
+ 1 Game contain 1 Die
+ 1 Game contain 1 WinTile
+ 1 Game contain 1 Connection
+ 1 Game contain 1 TileO
+ 1 Game contain 1 Player
+ 1 Game contain 1 Color
+ 1 TileO contain 1 Deck
+ 1 TileO contain 1 Die
+ 1 TileO contain 1 WinTile
+ 1 TileO contain 1 Connection
+ 1 TileO contain 1 Mode
+ 1 TileO contain 1 Player
+ 1 TileO contain 1 Color
+ 1 Connection contain 1 Tile
+ 1 Connection contain 1 Tile
+ 1 Connection contain 1 Tile
+ 1 Connection contain 1 Tile
+ 1 Deck contain 1 RollDieActionCard
+ 1 Deck contain 1 ConnectTilesActionCard
+ 1 Deck contain 1 RemoveConnectionActionCard
+ 1 Deck contain 1 TeleportActionCard
+ 1 Deck contain 1 LoseTurnActionCard
+ 1 Deck contain 1 ActionCard
+ 1 Player contain 1 Color


+ Tile extends abstract Tile
+ ActionCard extends abstract ActionCard
+ RollDieActionCard extends ActionCard
+ ConnectTilesActionCard extends ActionCard
+ RemoveConnectionActionCard extends ActionCard
+ TeleportActionCard extends ActionCard
+ LoseTurnActionCard extends ActionCard
+ WinTile extends Tile
+ ActionTile extends Tile
+ NormalTile extends Tile
+ Player extends Player
result_presicion = 0.11320754716981132
result_recall = 0.3
result_F1 = 0.1643835616438356
---------------------5/10------TiOA:
AI_answer_after_cut:
+ 1 Game associate 1 Mode
+ 1 Game associate 1 Deck
+ 1 Game associate 1 Die
+ 1 Game associate 1 WinTile
+ 1 Game associate 1 Color
+ 1 Game associate 1 Player
+ 1 Game associate 0..* Tile
+ 1 Game associate 0..* ActionTile
+ 1 Game associate 0..* NormalTile
+ 1 Game associate 0..* Connection
+ 1 Game associate 0..* RollDieActionCard
+ 1 Game associate 0..* ConnectTilesActionCard
+ 1 Game associate 0..* RemoveConnectionActionCard
+ 1 Game associate 0..* TeleportActionCard
+ 1 Game associate 0..* LoseTurnActionCard


+ 1 Game contain 1 Deck
+ 1 Game contain 1 Die
+ 1 Game contain 1 WinTile
+ 1 Game contain 1 Color
+ 1 Game contain 1 Player
+ 1 Game contain 0..* Tile
+ 1 Game contain 0..* ActionTile
+ 1 Game contain 0..* NormalTile
+ 1 Game contain 0..* Connection
+ 1 Game contain 0..* RollDieActionCard
+ 1 Game contain 0..* ConnectTilesActionCard
+ 1 Game contain 0..* RemoveConnectionActionCard
+ 1 Game contain 0..* TeleportActionCard
+ 1 Game contain 0..* LoseTurnActionCard


+ Tile extends abstract Tile
+ ActionCard extends abstract ActionCard
+ RollDieActionCard extends ActionCard
+ ConnectTilesActionCard extends ActionCard
+ RemoveConnectionActionCard extends ActionCard
+ TeleportActionCard extends ActionCard
+ LoseTurnActionCard extends ActionCard
+ WinTile extends Tile
+ ActionTile extends Tile
+ NormalTile extends Tile
+ Player extends Color
result_presicion = 0.17857142857142858
result_recall = 0.25
result_F1 = 0.20833333333333331
---------------------6/10------TiOA:
AI_answer_after_cut:
+ 1 Game associate 1 Mode
+ 1 Game associate 1 Deck
+ 1 Game associate 1 Die
+ 1 Game associate 1 WinTile
+ 1 Game associate 1 Connection
+ 1 Game associate 1 TileO
+ 1 Game associate 1 Player
+ 1 TileO associate 1 Game
+ 1 TileO associate 1 Deck
+ 1 TileO associate 1 Connection
+ 1 TileO associate 1 WinTile
+ 1 TileO associate 1 Die
+ 1 TileO associate 1 Player
+ 1 Deck associate 1 Game
+ 1 Deck associate 1 TileO
+ 1 Deck associate 1 Connection
+ 1 Deck associate 1 WinTile
+ 1 Deck associate 1 Die
+ 1 Deck associate 1 Player
+ 1 Connection associate 1 Game
+ 1 Connection associate 1 TileO
+ 1 Connection associate 1 Deck
+ 1 Connection associate 1 WinTile
+ 1 Connection associate 1 Die
+ 1 Connection associate 1 Player
+ 1 WinTile associate 1 Game
+ 1 WinTile associate 1 TileO
+ 1 WinTile associate 1 Deck
+ 1 WinTile associate 1 Connection
+ 1 WinTile associate 1 Die
+ 1 WinTile associate 1 Player
+ 1 Die associate 1 Game
+ 1 Die associate 1 TileO
+ 1 Die associate 1 Deck
+ 1 Die associate 1 Connection
+ 1 Die associate 1 WinTile
+ 1 Die associate 1 Player
+ 1 Player associate 1 Game
+ 1 Player associate 1 TileO
+ 1 Player associate 1 Deck
+ 1 Player associate 1 Connection
+ 1 Player associate 1 WinTile
+ 1 Player associate 1 Die


+ 1 Game contain 1 TileO
+ 1 Game contain 1 Deck
+ 1 Game contain 1 Connection
+ 1 Game contain 1 WinTile
+ 1 Game contain 1 Die
+ 1 Game contain 1 Player
+ 1 TileO contain 1 Game
+ 1 TileO contain 1 Deck
+ 1 TileO contain 1 Connection
+ 1 TileO contain 1 WinTile
+ 1 TileO contain 1 Die
+ 1 TileO contain 1 Player
+ 1 Deck contain 1 Game
+ 1 Deck contain 1 TileO
+ 1 Deck contain 1 Connection
+ 1 Deck contain 1 WinTile
+ 1 Deck contain 1 Die
+ 1 Deck contain 1 Player
+ 1 Connection contain 1 Game
+ 1 Connection contain 1 TileO
+ 1 Connection contain 1 Deck
+ 1 Connection contain 1 WinTile
+ 1 Connection contain 1 Die
+ 1 Connection contain 1 Player
+ 1 WinTile contain 1 Game
+ 1 WinTile contain 1 TileO
+ 1 WinTile contain 1 Deck
+ 1 WinTile contain 1 Connection
+ 1 WinTile contain 1 Die
+ 1 WinTile contain 1 Player
+ 1 Die contain 1 Game
+ 1 Die contain 1 TileO
+ 1 Die contain 1 Deck
+ 1 Die contain 1 Connection
+ 1 Die contain 1 WinTile
+ 1 Die contain 1 Player
+ 1 Player contain 1 Game
+ 1 Player contain 1 TileO
+ 1 Player contain 1 Deck
+ 1 Player contain 1 Connection
+ 1 Player contain 1 WinTile
+ 1 Player contain 1 Die


+ Tile extends abstract Tile
+ ActionCard extends abstract ActionCard
+ RollDieActionCard extends ActionCard
+ ConnectTilesActionCard extends ActionCard
+ RemoveConnectionActionCard extends ActionCard
+ TeleportActionCard extends ActionCard
+ LoseTurnActionCard extends ActionCard
+ WinTile extends Tile
+ ActionTile extends Tile
+ NormalTile extends Tile
+ Player extends Player
result_presicion = 0.06976744186046512
result_recall = 0.3
result_F1 = 0.11320754716981132
---------------------7/10------TiOA:
AI_answer_after_cut:
+ 1 Game associate 1 Mode
+ 1 Game associate 1 Deck
+ 1 Game associate 1 Die
+ 1 Game associate 1 WinTile
+ 1 Game associate 0..* Player
+ 1 Game associate 0..* Tile
+ 1 Game associate 0..* ActionTile
+ 1 Game associate 0..* NormalTile
+ 1 Game associate 0..* Connection
+ 1 Game associate 0..* RollDieActionCard
+ 1 Game associate 0..* ConnectTilesActionCard
+ 1 Game associate 0..* RemoveConnectionActionCard
+ 1 Game associate 0..* TeleportActionCard
+ 1 Game associate 0..* LoseTurnActionCard


+ 1 Game contain 1 TileO
+ 1 Game contain 1 Color


+ Tile extends Color
+ ActionTile extends Tile
+ NormalTile extends Tile
+ RollDieActionCard extends ActionCard
+ ConnectTilesActionCard extends ActionCard
+ RemoveConnectionActionCard extends ActionCard
+ TeleportActionCard extends ActionCard
+ LoseTurnActionCard extends ActionCard
+ WinTile extends Tile
+ Player extends Mode
result_presicion = 0.3125
result_recall = 0.25
result_F1 = 0.2777777777777778
---------------------8/10------TiOA:
AI_answer_after_cut:
+ 1 TileO associate 1 Game
+ 1 TileO associate 1 Deck
+ 1 TileO associate 1 Die
+ 1 TileO associate 1 WinTile
+ 1 Game associate 1 Deck
+ 1 Game associate 0..* Player
+ 1 Game associate 1 Connection
+ 1 Game associate 1 ActionTile
+ 1 Game associate 1 NormalTile
+ 1 Game associate 1 WinTile
+ 1 Game associate 1 Deck
+ 1 Game associate 1 Die
+ 1 Game associate 1 RollDieActionCard
+ 1 Game associate 1 ConnectTilesActionCard
+ 1 Game associate 1 RemoveConnectionActionCard
+ 1 Game associate 1 TeleportActionCard
+ 1 Game associate 1 LoseTurnActionCard
+ 1 Connection associate 1 Tile
+ 1 Connection associate 1 Tile
+ 1 Deck associate 0..* ActionCard
+ 1 Deck associate 1 RollDieActionCard
+ 1 Deck associate 1 ConnectTilesActionCard
+ 1 Deck associate 1 RemoveConnectionActionCard
+ 1 Deck associate 1 TeleportActionCard
+ 1 Deck associate 1 LoseTurnActionCard


+ 1 TileO contain 1 Game
+ 1 Game contain 1 Deck
+ 1 Game contain 1 Connection
+ 1 Game contain 1 ActionTile
+ 1 Game contain 1 NormalTile
+ 1 Game contain 1 WinTile
+ 1 Game contain 1 Deck
+ 1 Game contain 1 Die
+ 1 Deck contain 0..* ActionCard


+ Tile extends abstract Tile
+ ActionCard extends abstract ActionCard
+ RollDieActionCard extends ActionCard
+ ConnectTilesActionCard extends ActionCard
+ RemoveConnectionActionCard extends ActionCard
+ TeleportActionCard extends ActionCard
+ LoseTurnActionCard extends ActionCard
+ WinTile extends Tile
+ ActionTile extends Tile
+ NormalTile extends Tile
+ Player extends Mode
result_presicion = 0.1935483870967742
result_recall = 0.3
result_F1 = 0.23529411764705882
---------------------9/10------TiOA:
AI_answer_after_cut:
+ 1 Game associate 1 Mode
+ 1 Game associate 1 Deck
+ 1 Game associate 1 Die
+ 1 Game associate 1 WinTile
+ 1 Game associate 1 Connection
+ 1 Game associate 1 abstract Tile
+ 1 Game associate 1 Player
+ 1 Game associate 1 Color
+ 1 Game associate 1 ActionTile
+ 1 Game associate 1 NormalTile
+ 1 Game associate 1 RollDieActionCard
+ 1 Game associate 1 ConnectTilesActionCard
+ 1 Game associate 1 RemoveConnectionActionCard
+ 1 Game associate 1 TeleportActionCard
+ 1 Game associate 1 LoseTurnActionCard


+ 1 Game contain 1 abstract Tile
+ 1 Game contain 1 WinTile
+ 1 Game contain 1 Connection
+ 1 Game contain 1 Deck
+ 1 Game contain 1 Die
+ 1 Game contain 1 ActionTile
+ 1 Game contain 1 NormalTile
+ 1 Game contain 1 RollDieActionCard
+ 1 Game contain 1 ConnectTilesActionCard
+ 1 Game contain 1 RemoveConnectionActionCard
+ 1 Game contain 1 TeleportActionCard
+ 1 Game contain 1 LoseTurnActionCard


+ WinTile extends Tile
+ ActionTile extends Tile
+ NormalTile extends Tile
+ RollDieActionCard extends ActionCard
+ ConnectTilesActionCard extends ActionCard
+ RemoveConnectionActionCard extends ActionCard
+ TeleportActionCard extends ActionCard
+ LoseTurnActionCard extends ActionCard
+ Player extends Color
result_presicion = 0.19230769230769232
result_recall = 0.25
result_F1 = 0.2173913043478261
---------------------10/10------TiOA:
AI_answer_after_cut:
+ 1 Game associate 1 Mode
+ 1 Game associate 1 TileO
+ 1 Game associate 1 Deck
+ 1 Game associate 1 Die
+ 1 Game associate 1 WinTile
+ 1 Game associate 1 Connection
+ 1 Game associate 1 Player
+ 1 TileO associate 1 Game
+ 1 TileO associate 1 Deck
+ 1 TileO associate 1 WinTile
+ 1 TileO associate 1 Connection
+ 1 Game associate 1 ActionTile
+ 1 Game associate 1 NormalTile
+ 1 Game associate 1 Player
+ 1 Deck associate 1 Game
+ 1 Deck associate 1 TileO
+ 1 Deck associate 1 WinTile
+ 1 Deck associate 1 Connection
+ 1 Deck associate 1 Die
+ 1 Deck associate 1 ActionCard
+ 1 Deck associate 1 RollDieActionCard
+ 1 Deck associate 1 ConnectTilesActionCard
+ 1 Deck associate 1 RemoveConnectionActionCard
+ 1 Deck associate 1 TeleportActionCard
+ 1 Deck associate 1 LoseTurnActionCard
+ 1 Die associate 1 Game
+ 1 Connection associate 1 Game
+ 1 Connection associate 1 TileO
+ 1 WinTile associate 1 Game
+ 1 WinTile associate 1 TileO
+ 1 ActionCard associate 1 Deck
+ 1 RollDieActionCard associate 1 Deck
+ 1 ConnectTilesActionCard associate 1 Deck
+ 1 RemoveConnectionActionCard associate 1 Deck
+ 1 TeleportActionCard associate 1 Deck
+ 1 LoseTurnActionCard associate 1 Deck
+ 1 ActionTile associate 1 Game
+ 1 NormalTile associate 1 Game
+ 1 Player associate 1 Game
+ 1 Player associate 1 TileO


+ 1 Game contain 0..* Player
+ 1 Game contain 1 WinTile
+ 1 Game contain 1 Deck
+ 1 Game contain 1 Die
+ 1 Game contain 0..* ActionTile
+ 1 Game contain 0..* NormalTile
+ 1 TileO contain 1 WinTile
+ 1 TileO contain 1 Deck
+ 1 TileO contain 1 Connection
+ 1 Deck contain 1 Die
+ 1 Deck contain 0..* ActionCard
+ 1 WinTile contain 0..* Player


+ Tile extends abstract Tile
+ ActionCard extends abstract ActionCard
+ RollDieActionCard extends ActionCard
+ ConnectTilesActionCard extends ActionCard
+ RemoveConnectionActionCard extends ActionCard
+ TeleportActionCard extends ActionCard
+ LoseTurnActionCard extends ActionCard
+ WinTile extends Tile
+ ActionTile extends Tile
+ NormalTile extends Tile
+ Player extends Player
result_presicion = 0.12
result_recall = 0.3
result_F1 = 0.17142857142857143
average_result_presicion = 0.18541449212485958
average_result_recall = 0.285
average_result_F1 = 0.21004310838578216
